# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.11.2
#@/tick	13972
#@/user_id	036845c7-2634-4d65-b057-ba3ac1d41d55
ji 	即	c=1 d=1 t=9843
ji 	急	c=0 d=0.1 t=6351
ji 	記	c=1 d=1 t=11694
ji 	雞	c=0 d=0.1 t=1507
ji ben 	基本	c=9 d=1.20015 t=12946
ji ben jiu 	基本就	c=1 d=1 t=12439
ji bie 	級別	c=1 d=1 t=6018
ji bie 	记别	c=1 d=1 t=6017
ji dan 	雞膽	c=1 d=1 t=10283
ji dan 	雞蛋	c=1 d=1 t=10284
ji de 	極的	c=1 d=1 t=2618
ji de 	記得	c=9 d=1.94867 t=13651
ji eh su 	及誒素	c=1 d=1 t=345
ji fen 	積分	c=2 d=1.71177 t=2804
ji fen zhong 	幾分鐘	c=1 d=1 t=3812
ji ge 	幾個	c=3 d=1.01666 t=11636
ji ge yue 	幾個月	c=1 d=1 t=10694
ji he 	集合	c=1 d=1 t=10369
ji hua 	計畫	c=1 d=1 t=1601
ji hui 	機會	c=1 d=0.572367 t=6663
ji hui bu da 	機會不大	c=1 d=1 t=6664
ji ji 	積極	c=1 d=1 t=10813
ji ke 	即可	c=2 d=1.00001 t=11669
ji lu 	記錄	c=5 d=1 t=9760
ji nian 	幾年	c=4 d=1 t=7191
ji nian 	極年	c=1 d=1 t=2729
ji qian 	幾千	c=0 d=0.1 t=1089
ji qian kuai qian 	幾千塊錢	c=1 d=1 t=1090
ji qian nian 	幾千年	c=1 d=1 t=1326
ji ran 	既然	c=4 d=1.05313 t=8680
ji shen 	機審	c=1 d=1 t=4740
ji shi 	即使	c=4 d=1.00443 t=10131
ji shi ben 	記事本	c=1 d=1 t=3971
ji suan 	計算	c=1 d=1 t=2395
ji ti 	基體	c=1 d=1 t=70
ji ti 	集體	c=1 d=1 t=71
ji tian 	幾天	c=0 d=0.1 t=12622
ji tuan 	集團	c=1 d=1 t=5471
ji xu 	積蓄	c=5 d=1.24171 t=12932
ji xu 	繼續	c=10 d=1.04698 t=11254
ji xue 	雞血	c=1 d=1 t=10828
ji zeng 	激增	c=1 d=1 t=10771
ji zhe 	記者	c=1 d=1 t=7071
ji zhu 	記住	c=1 d=1 t=816
jia 	加	c=4 d=1.08977 t=13140
jia 	嫁	c=1 d=1 t=8374
jia 	家	c=7 d=1.08665 t=13638
jia ai 	家愛	c=0 d=0.1 t=8659
jia ban 	加班	c=3 d=1.80272 t=11785
jia bu zhu 	架不住	c=1 d=1 t=12615
jia cu 	加粗	c=1 d=1 t=3943
jia de 	假的	c=1 d=1 t=89
jia ge 	價格	c=4 d=1.00007 t=8817
jia li 	家裏	c=9 d=1.90033 t=13099
jia ming zi 	加名字	c=1 d=1 t=13117
jia nei ge 	加內格	c=0 d=0.1 t=8869
jia qi 	假期	c=1 d=1 t=1562
jia she 	假設	c=1 d=1 t=550
jia ting 	家庭	c=9 d=2.30854 t=13172
jia yi ge 	加一個	c=1 d=1 t=10511
jia yuan 	家園	c=1 d=1 t=4680
jian 	件	c=0 d=0.114588 t=10308
jian 	監	c=1 d=1 t=10310
jian 	見	c=6 d=3.68109 t=11366
jian 	間	c=1 d=0.100176 t=12040
jian an 	建安	c=0 d=0.1 t=2198
jian can 	簡餐	c=1 d=1 t=8453
jian ce 	監測	c=2 d=1.99501 t=5498
jian cha 	檢查	c=4 d=1.07656 t=11587
jian chi 	堅持	c=2 d=1.75957 t=13710
jian dao 	濺到	c=1 d=1 t=12022
jian du 	監督	c=1 d=1 t=8072
jian fei 	減肥	c=2 d=1.0003 t=7281
jian guai bu guai 	见怪不怪	c=1 d=1 t=2253
jian guo 	监国	c=1 d=1 t=1786
jian guo 	見過	c=1 d=1 t=10585
jian kao 	監考	c=5 d=2.62416 t=8039
jian kao guan 	監考官	c=3 d=2.41441 t=8077
jian kong 	鉴空	c=1 d=1 t=11629
jian mian 	見面	c=9 d=1 t=8613
jian pan 	鍵盤	c=3 d=2.95556 t=4950
jian rong 	兼容	c=3 d=2.42735 t=3175
jian rong bao 	兼容寶	c=1 d=1 t=2507
jian shao 	減少	c=2 d=1.41271 t=3736
jian suo 	檢索	c=2 d=1.31349 t=11353
jian ti zhong wen 	簡體中文	c=1 d=1 t=3726
jian ting 	監聽	c=3 d=1.95123 t=11475
jian wang 	健忘	c=1 d=1 t=1748
jian yi 	建議	c=3 d=0.1 t=12688
jian zhi 	簡直	c=1 d=1 t=111
jiang 	將	c=5 d=2.73235 t=11545
jiang 	降	c=4 d=2.90256 t=9555
jiang bu 	將不	c=0 d=0.1 t=10939
jiang bu xia lai 	將不下來	c=1 d=1 t=10940
jiang dao 	降到	c=1 d=1 t=9508
jiang di 	降低	c=1 d=1 t=3096
jiang hui lai 	降回來	c=1 d=1 t=10773
jiang jia 	降價	c=1 d=1 t=3854
jiang jin 	獎金	c=1 d=1 t=6137
jiang jin 	蒋进	c=1 d=1 t=6136
jiang li lv 	將利率	c=1 d=1 t=9542
jiang qi 	將其	c=1 d=1 t=8910
jiang su 	江蘇	c=1 d=1 t=12362
jiang xi 	降息	c=3 d=1.18919 t=13556
jiang xia lai 	降下來	c=1 d=1 t=10786
jiang xin 	降薪	c=1 d=1 t=7084
jiao 	叫	c=1 d=1 t=13730
jiao ben 	腳本	c=1 d=1 t=2492
jiao biao 	角標	c=1 d=1 t=13743
jiao da 	交大	c=1 d=1 t=10120
jiao da 	較大	c=1 d=1 t=10119
jiao ge 	叫個	c=1 d=1 t=13736
jiao hu 	交互	c=1 d=1 t=11786
jiao pen 	腳盆	c=0 d=0.1 t=1507
jiao pen ji 	腳盆雞	c=1 d=1 t=1508
jiao qu 	郊區	c=1 d=1 t=5786
jiao wei 	較爲	c=1 d=1 t=13276
jiao yan 	校驗	c=1 d=1 t=10297
jiao yu 	教育	c=2 d=1 t=9278
jiao yu bu 	教育部	c=1 d=1 t=8035
jie 	借	c=1 d=1 t=3784
jie 	傑	c=1 d=1 t=9931
jie 	接	c=1 d=1 t=13871
jie 	解	c=1 d=1 t=11921
jie chu 	接觸	c=2 d=1.00021 t=1907
jie chu qu 	借出去	c=1 d=1 t=6776
jie dian 	借點	c=2 d=1 t=13217
jie dian 	結點	c=2 d=1 t=13218
jie duan 	階段	c=2 d=1.00347 t=3585
jie gou 	結構	c=1 d=1 t=3763
jie gou ti 	結構體	c=1 d=1 t=2154
jie guo 	結果	c=4 d=1.00729 t=11837
jie hun 	結婚	c=11 d=1.98036 t=13150
jie jie 	姐姐	c=1 d=1 t=12665
jie jin 	接近	c=2 d=1 t=11689
jie jue 	解決	c=1 d=1 t=8198
jie kou 	接口	c=10 d=1.4892 t=13962
jie lun 	結論	c=1 d=1 t=10715
jie mei 	姐妹	c=1 d=1 t=289
jie mian 	界面	c=1 d=1 t=6062
jie shao 	介紹	c=9 d=1 t=12845
jie shi 	結石	c=1 d=1 t=13574
jie shu 	結束	c=5 d=1 t=7783
jie tu 	解圖	c=2 d=1 t=10768
jie zhe 	接着	c=1 d=1 t=3203
jie zhe shuo 	接着說	c=1 d=1 t=8219
jin 	晉	c=1 d=1 t=8927
jin 	近	c=2 d=1.50409 t=3421
jin ji 	緊急	c=1 d=1 t=11233
jin ji 	緊集	c=1 d=1 t=6902
jin ji tong zhi 	緊急通知	c=1 d=1 t=8107
jin jiao 	近交	c=0 d=0.1 t=2539
jin jiao you 	近交遊	c=1 d=1 t=2540
jin ke neng 	儘可能	c=1 d=1 t=7733
jin liang 	儘量	c=1 d=1 t=11440
jin nian 	今年	c=4 d=1 t=9588
jin qi 	近期	c=1 d=1 t=10977
jin qu 	進去	c=1 d=1 t=7347
jin rong 	金融	c=1 d=1 t=9833
jin ru 	進入	c=5 d=1.92774 t=13249
jin shang tian hua 	锦上添花	c=1 d=1 t=2808
jin tian 	今天	c=11 d=1.00005 t=13847
jin xing 	進行	c=4 d=3.09398 t=7679
jin you 	僅有	c=1 d=1 t=5432
jin zhi 	禁止	c=5 d=2.76141 t=7707
jing 	經	c=1 d=1 t=5163
jing chang 	經常	c=1 d=1 t=11280
jing guo 	經過	c=2 d=1.00044 t=13462
jing ji 	經濟	c=3 d=0.347833 t=13231
jing ji ji chu 	经济基础	c=1 d=1 t=2857
jing ji zhan 	經濟站	c=1 d=1 t=13232
jing ju 	警局	c=1 d=1 t=12137
jing li guo 	經歷過	c=1 d=1 t=11886
jing mo 	靜默	c=1 d=1 t=11295
jing ran 	竟然	c=1 d=1 t=5926
jing tai 	靜態	c=3 d=1.60351 t=10571
jing yan 	经验	c=1 d=1 t=870
jing zhuang xiu 	精裝修	c=1 d=1 t=13005
jiu 	久	c=1 d=1 t=5732
jiu 	九	c=1 d=1 t=7198
jiu 	就	c=215 d=4.57494 t=13969
jiu 	酒	c=1 d=0.411923 t=1126
jiu dian 	酒店	c=1 d=1 t=11191
jiu hao le 	就好了	c=0 d=0.1 t=10069
jiu hui 	就會	c=1 d=1 t=13273
jiu jue de 	就覺得	c=1 d=1 t=13104
jiu ke yi 	就可以	c=1 d=1 t=13557
jiu le 	久了	c=0 d=0.1 t=13353
jiu shi 	就是	c=48 d=3.49944 t=13547
jiu shi lun shi 	就事论事	c=0 d=0.1 t=1360
jiu shuo 	旧说	c=3 d=1.00027 t=3739
jiu suan 	就算	c=9 d=1.77105 t=13371
jiu xiang 	就像	c=3 d=1.00002 t=10881
jiu xing 	就行	c=10 d=1.00232 t=10040
jiu xing le 	就行了	c=3 d=1.00009 t=7416
jiu you 	就有	c=0 d=0.1 t=1697
jiu zi 	九子	c=1 d=1 t=5681
ju 	句	c=1 d=1 t=10287
ju bao 	舉報	c=2 d=1.83946 t=7351
ju hui 	聚會	c=2 d=1.01057 t=8357
ju jin 	拘謹	c=2 d=1.00002 t=10596
ju jue 	咀嚼	c=1 d=1 t=8743
ju jue 	拒絕	c=2 d=1.11368 t=5571
ju li 	居里	c=4 d=1.14673 t=6893
ju li 	距離	c=4 d=1 t=13735
ju min 	居民	c=1 d=1 t=12193
ju ti 	具體	c=8 d=1.00002 t=13897
ju zhu 	居住	c=1 d=0.1 t=12291
ju zhu guo 	居住過	c=1 d=1 t=12292
ju zhu zheng 	居住證	c=1 d=1 t=6687
juan 	卷	c=3 d=1 t=10203
juan kuan 	捐款	c=1 d=1 t=8848
juan zi 	卷子	c=2 d=1.9802 t=7986
jue 	覺	c=1 d=1 t=8796
jue de 	覺得	c=30 d=1.18064 t=13719
jue dui 	絕對	c=8 d=1.00003 t=13959
jun 	君	c=1 d=1 t=7016
jun shi 	軍事	c=1 d=1 t=13424
ka 	卡	c=2 d=1 t=11818
ka dun 	卡噸	c=2 d=1.00021 t=13509
ka dun 	卡頓	c=1 d=1 t=13758
ka pian 	卡片	c=1 d=1 t=3752
kai 	開	c=8 d=1.00038 t=12501
kai fa 	開發	c=2 d=1.00008 t=4855
kai fang 	開方	c=1 d=1 t=5030
kai guan 	開關	c=1 d=1 t=11619
kai hu 	開戶	c=1 d=1 t=13765
kai hui 	開會	c=4 d=1 t=11731
kai shi 	開始	c=7 d=1.01057 t=13222
kai shi zi ji 	開始自己	c=1 d=1 t=1664
kai xiao 	開銷	c=1 d=1.09851 t=160
kai xin 	開心	c=3 d=1 t=6810
kai yuan 	開原	c=1 d=1 t=5123
kai yuan 	開源	c=2 d=1 t=5124
kan 	看	c=59 d=7.02853 t=13345
kan bu chu 	看不出	c=1 d=1 t=13419
kan bu dong 	看不懂	c=1 d=1 t=9325
kan bu qi 	看不起	c=0 d=0.1 t=6475
kan bu qi ni 	看不起你	c=1 d=1 t=6476
kan bu qing 	看不清	c=1 d=1 t=13782
kan bu shang 	看不上	c=1 d=1 t=2844
kan dao 	看到	c=10 d=1.25198 t=13931
kan de 	看得	c=1 d=1 t=2854
kan fa 	看法	c=3 d=1 t=8746
kan fan 	看煩	c=1 d=1 t=13551
kan fang 	看房	c=4 d=1.53229 t=6570
kan fang zi 	看房子	c=1 d=1 t=4279
kan hao 	看好	c=1 d=1 t=8598
kan jian 	看見	c=1 d=1 t=4267
kan kan 	看看	c=40 d=1.80251 t=13799
kan le 	看了	c=2 d=1.00002 t=11269
kan ni 	看你	c=2 d=1.42528 t=643
kan qi lai 	看起來	c=2 d=1.04221 t=724
kan shang 	看上	c=1 d=1 t=8317
kan wan 	看完	c=1 d=1 t=7477
kan wo 	看我	c=2 d=1 t=12159
kan xia qu 	看下去	c=1 d=1 t=6038
kang bu zhu 	扛不住	c=4 d=3.84947 t=13259
kang heng 	抗衡	c=0 d=0.1 t=13235
kang heng qi 	抗衡期	c=1 d=1 t=13236
kao 	靠	c=1 d=1 t=13282
kao bei 	拷貝	c=1 d=1 t=10526
kao chang 	考場	c=3 d=2.81548 t=8054
kao de zhu 	靠得住	c=1 d=1 t=1392
kao guan 	考官	c=1 d=1 t=8109
kao jin 	靠近	c=4 d=1 t=12988
kao lv 	考慮	c=16 d=1.5599 t=13674
kao shi 	考試	c=4 d=1 t=11806
ke 	可	c=5 d=1.00076 t=12378
ke biao 	課表	c=1 d=1 t=8760
ke cheng 	課程	c=3 d=1 t=9276
ke hu duan 	客戶端	c=2 d=1.99501 t=304
ke kao 	可靠	c=3 d=1 t=13723
ke ke ban ban 	磕磕絆絆	c=1 d=1 t=4431
ke neng 	可能	c=34 d=1.21938 t=13886
ke neng xing 	可能性	c=3 d=1.83186 t=9022
ke qi 	客氣	c=0 d=0.1 t=7885
ke shi 	可是	c=2 d=1 t=6454
ke tao 	客套	c=5 d=1.42956 t=8696
ke yi 	可以	c=75 d=1.35502 t=13883
ke yi ding 	柯衣定	c=1 d=1 t=1549
ke yi gei ni 	可以給你	c=1 d=1 t=13215
ke zhi 	克制	c=1 d=1 t=12575
ken ding 	肯定	c=33 d=2.52191 t=13342
ken ding hui 	肯定會	c=1 d=1 t=3517
ken na 	肯納	c=0 d=0.100001 t=13260
ken na er guo 	肯納二果	c=1 d=1 t=13261
keng 	坑	c=1 d=1 t=3180
keng wo 	坑我	c=1 d=1 t=1439
kong 	空	c=7 d=1.00362 t=11494
kong jian 	空见	c=1 d=1 t=6559
kong tiao 	空調	c=2 d=1.00914 t=10922
kong zhi qi 	控制器	c=1 d=1 t=10413
kou 	口	c=1 d=1 t=3382
kou 	釦	c=1 d=1 t=6140
kou kou 	口口	c=0 d=0.1 t=755
kou kou sou sou 	口口嗖嗖	c=1 d=1 t=756
kou she 	口舌	c=0 d=0.1 t=8441
ku 	庫	c=1 d=0.492586 t=5182
ku 	苦	c=2 d=1 t=7236
ku ku ti ti 	哭哭啼啼	c=1 d=1 t=2648
kuai 	塊	c=1 d=1 t=6448
kuai 	快	c=0 d=0.1 t=2561
kuai di 	快遞	c=3 d=1.86502 t=9926
kuai jie 	快捷	c=1 d=1 t=4826
kuai qian 	塊錢	c=1 d=1 t=4181
kuai su 	快速	c=3 d=1 t=11054
kuai yao 	快要	c=1 d=1 t=7176
kuang jia 	框架	c=2 d=1.00069 t=3690
kuang quan bing du 	狂犬病毒	c=1 d=1 t=1301
kui 	虧	c=2 d=1 t=10755
kui le 	虧了	c=3 d=2.00636 t=6450
la 	啦	c=1 d=1 t=12655
la dao 	拉到	c=0 d=0.1 t=6450
la dao ba 	拉到把	c=2 d=1 t=10846
lai 	來	c=25 d=1.71643 t=13792
lai hui 	來回	c=2 d=1 t=12084
lai le 	來了	c=1 d=1 t=1012
lai shang 	來上	c=0 d=0.1 t=7425
lai shang hai 	來上害	c=1 d=1 t=7426
lai shi 	來事	c=2 d=1.28938 t=1107
lai shuo 	來說	c=2 d=1 t=12894
lai yi ju 	來一句	c=1 d=1 t=2042
lai yuan 	來源	c=1 d=1 t=6051
lai zhang 	賴賬	c=1 d=1 t=9831
lai zhe 	來着	c=1 d=1 t=4667
lai zi 	來自	c=3 d=1.97531 t=6052
lan 	欄	c=1 d=0.10823 t=6066
lan mu 	欄目	c=8 d=1.17997 t=11761
lang 	浪	c=3 d=1.96562 t=6129
lang fei 	浪費	c=1 d=1 t=8402
lao 	老	c=5 d=2.71613 t=13697
lao ba 	老爸	c=1 d=1 t=6868
lao da 	老大	c=0 d=0.1 t=13350
lao di fang 	老地方	c=1 d=1 t=2416
lao dong zhong cai 	勞動仲裁	c=1 d=1.0802 t=72
lao dong zhong cai da dui 	勞動仲裁大隊	c=3 d=2.89776 t=85
lao fang zi 	老房子	c=1 d=1 t=3529
lao jia 	老家	c=9 d=1 t=12974
lao jie 	老街	c=1 d=1 t=3501
lao lv 	老率	c=1 d=1 t=6155
lao nian ren 	老年人	c=1 d=1 t=12206
lao po 	老婆	c=2 d=1 t=10834
lao shi 	老師	c=1 d=0.101596 t=10804
lao tou 	老頭	c=1 d=1 t=12089
lao yong hu 	老用戶	c=1 d=1 t=9548
lao zhang ren 	老丈人	c=1 d=1 t=891
lao zi 	老子	c=2 d=1 t=12726
le 	了	c=290 d=6.70627 t=13960
le yi 	了义	c=1 d=1 t=7513
lei 	累	c=4 d=1.55436 t=5821
lei 	類	c=2 d=1.00209 t=4969
lei si 	類似	c=2 d=1 t=11116
lei xing 	類型	c=3 d=2.60506 t=2228
li 	理	c=2 d=1 t=8687
li 	禮	c=0 d=0.1 t=8511
li 	裏	c=2 d=1.70822 t=9797
li gong 	理工	c=1 d=1 t=12386
li hun 	離婚	c=3 d=1.08673 t=13155
li jie 	理解	c=2 d=1.00049 t=7831
li lao shi 	李老師	c=1 d=1 t=3693
li lun 	理論	c=1 d=1 t=10895
li lun shang 	理論上	c=2 d=1 t=10598
li lv 	利率	c=4 d=0.960708 t=9541
li mian 	裏面	c=13 d=1.00043 t=13904
li run 	利潤	c=1 d=1 t=8868
li suo dang ran 	理所当然	c=1 d=1 t=4496
li wu 	利物	c=1 d=1 t=623
li wu 	禮物	c=1 d=1 t=624
li xi 	利息	c=4 d=2.66647 t=4105
li yong 	利用	c=2 d=1 t=11577
li zhi 	離職	c=4 d=1 t=5678
lia 	倆	c=3 d=1 t=12552
lian 	臉	c=3 d=1 t=6711
lian 	連	c=2 d=1 t=6712
lian he guo 	聯合國	c=2 d=1.94176 t=13475
lian jie 	鏈接	c=0 d=0.1 t=3921
lian she 	聯社	c=0 d=0.1 t=13296
lian xi 	聯繫	c=5 d=1.00744 t=11790
lian xu 	連續	c=1 d=1 t=5686
liang 	涼	c=1 d=1 t=2054
liang 	輛	c=1 d=1 t=6841
liang ci 	兩次	c=1 d=1 t=5691
liang fang 	兩房	c=1 d=1 t=6190
liang fen 	兩份	c=1 d=1 t=12704
liang ge 	兩個	c=6 d=1.94649 t=12528
liang ge qu 	兩個區	c=1 d=1 t=2309
liang ge ren 	兩個人	c=2 d=1 t=6614
liang kou 	兩口	c=1 d=1 t=12494
liang nian nei 	兩年內	c=1 d=1 t=9598
liang ping 	兩瓶	c=5 d=1.21347 t=1126
liang ping jiu 	兩瓶酒	c=1 d=1 t=1127
liang ping xiao jiu 	兩瓶小酒	c=1 d=1 t=946
liang se 	亮色	c=1 d=1 t=5111
liang shi 	兩室	c=1 d=1 t=2578
liang tian 	兩天	c=1 d=1 t=5923
liao 	聊	c=1 d=1 t=1372
liao jie 	瞭解	c=1 d=1 t=9338
liao liao tian 	聊聊天	c=2 d=1 t=8418
liao tian 	聊天	c=5 d=1.57407 t=8611
lie 	列	c=1 d=1 t=4984
lie biao 	列表	c=6 d=1.33523 t=11419
lie ju 	列舉	c=1 d=1 t=4733
lin shi 	臨時	c=1 d=1 t=5087
ling 	另	c=2 d=1.00326 t=11450
ling 	領	c=1 d=1 t=2779
ling 	齡	c=1 d=1 t=11752
ling dao 	領導	c=3 d=1.37531 t=13866
ling hua qian 	零花錢	c=1 d=1 t=3647
ling wai 	另外	c=5 d=1.01057 t=11284
ling yi ban 	另一半	c=4 d=2.52984 t=5868
ling yi ge 	另一個	c=2 d=1 t=12040
liu 	劉	c=0 d=0.1 t=13947
liu 	流	c=1 d=0.93527 t=6824
liu 	留	c=2 d=1.25666 t=6827
liu bu zhu 	留不住	c=2 d=1.83946 t=12409
liu chao qun 	劉超群	c=1 d=1 t=13948
liu cheng 	流程	c=1 d=1 t=4872
liu chu lai 	流出來	c=1 d=1 t=5071
liu cun 	留存	c=0 d=0.1 t=3130
liu cun shu 	留存數	c=1 d=1 t=3131
liu dian 	留點	c=1 d=1 t=5806
liu dong 	流動	c=1 d=1 t=13271
liu dong zi jin 	流動資金	c=1 d=1 t=6368
liu gei ni 	留給你	c=1 d=1 t=3606
liu jun 	劉軍	c=1 d=1 t=13855
liu lan qi 	瀏覽器	c=2 d=1.85214 t=6011
liu le 	留了	c=1 d=1 t=12799
liu yi 	留意	c=2 d=1.47001 t=12861
liu yi bi 	流一筆	c=2 d=1.96561 t=6832
liu yi lin 	劉依琳	c=4 d=2.3504 t=3599
liu yi tao 	留一套	c=3 d=2.17404 t=3550
liu zhe 	留着	c=1 d=1 t=3430
liu zhuan 	流轉	c=1 d=1 t=3370
long 	龍	c=0 d=0.1 t=7309
long yun cheng 	龍運城	c=1 d=1 t=7310
lou diao 	漏掉	c=1 d=1 t=3961
lou xia 	樓下	c=2 d=1.12369 t=2321
lu 	路	c=1 d=1 t=1965
lu hu 	路虎	c=2 d=1.98511 t=1077
lu jing 	路徑	c=1 d=1 t=3059
luan 	欒	c=1 d=1 t=1275
luan jiao 	亂叫	c=0 d=0.1 t=8740
luan jiao she gen 	亂叫舌根	c=1 d=1 t=8741
luan xiang 	亂象	c=1 d=1 t=12277
lun tan 	論壇	c=1 d=1 t=7383
luo 	落	c=0 d=0.1 t=8441
luo hu 	落戶	c=3 d=1 t=10036
luo ji 	羅技	c=1 d=1 t=3113
luo ji 	邏輯	c=5 d=1.00001 t=11535
luo ren kou she 	落人口舌	c=1 d=1 t=8442
luo ye gui gen 	落叶归根	c=1 d=1 t=1254
lv 	率	c=0 d=0.1 t=5985
lve you 	略有	c=1 d=1 t=12448
ma 	嗎	c=96 d=4.06744 t=13935
ma 	嘛	c=2 d=1.39063 t=985
ma 	媽	c=3 d=0.982497 t=12797
ma 	碼	c=5 d=0.1 t=9904
ma 	罵	c=1 d=1 t=8182
ma 	馬	c=5 d=1 t=9887
ma an shan 	馬鞍山	c=1 d=1 t=12346
ma fan 	麻煩	c=6 d=1 t=13846
ma jie 	馬戒	c=1 d=1 t=9930
ma la song 	馬拉松	c=1 d=1 t=4129
ma ren 	罵人	c=2 d=1 t=6231
ma shang 	馬上	c=2 d=1 t=6864
ma yun 	馬雲	c=1 d=1 t=9713
mai 	買	c=59 d=1.98185 t=13227
mai 	賣	c=21 d=1.57407 t=13093
mai ba he 	邁巴赫	c=1 d=1 t=2328
mai bu qi 	買不起	c=2 d=1 t=10003
mai che 	買車	c=1 d=1 t=3884
mai dao 	買到	c=1 d=1 t=1760
mai de 	買的	c=1 d=1 t=6216
mai dong xi 	買東西	c=1 d=1 t=9267
mai fang 	買房	c=6 d=1.03456 t=13559
mai fang zi 	買房子	c=4 d=1.00008 t=12720
mai ge 	買個	c=3 d=1 t=6539
mai guo 	買過	c=0 d=0.1 t=9257
mai guo le 	買過了	c=1 d=1 t=9258
mai le 	買了	c=1 d=1 t=10067
mai le 	賣了	c=8 d=1.74082 t=13037
mai shui 	買水	c=1 d=1 t=1824
mai wan 	買完	c=1 d=1 t=3881
man 	慢	c=2 d=1.62189 t=3802
man 	滿	c=1 d=1 t=9648
man man 	慢慢	c=2 d=1 t=12059
man yi 	滿意	c=1 d=1 t=8173
man zu 	滿足	c=1 d=1 t=2635
mang 	忙	c=8 d=1.00644 t=5228
mang ba 	忙吧	c=1 d=1 t=3040
mang shen me 	忙什麼	c=1 d=1 t=10677
mang si 	忙死	c=1 d=1 t=2433
mao 	毛	c=1 d=1 t=1505
mao pao 	冒泡	c=1 d=1 t=8913
mao tai 	茅台	c=1 d=1 t=783
mao yi zhan 	貿易戰	c=1 d=1 t=9582
me 	麼	c=25 d=0.100895 t=13386
me mei guo 	麼美國	c=1 d=1 t=13387
mei 	沒	c=93 d=1.91537 t=13930
mei ban fa 	沒辦法	c=6 d=1.46533 t=13203
mei bi yao 	沒必要	c=1 d=1 t=10175
mei bi yao ke qi 	沒必要客氣	c=1 d=1 t=7886
mei ci 	每次	c=4 d=1.00001 t=11686
mei guan xi 	沒關係	c=1 d=1 t=10170
mei guo 	美國	c=11 d=3.49241 t=13555
mei jiu 	沒救	c=1 d=1 t=2466
mei ke 	沒課	c=0 d=0.1 t=10313
mei kong 	沒空	c=1 d=1 t=8884
mei luo hu 	沒落戶	c=1 d=1 t=2809
mei qian 	沒錢	c=4 d=1.9902 t=11745
mei ren 	美人	c=1 d=1 t=4394
mei sha 	沒啥	c=2 d=1 t=10616
mei she me 	沒什麼	c=1 d=1 t=9248
mei shen me 	沒什麼	c=6 d=1.00069 t=12100
mei shi 	沒事	c=11 d=1.00802 t=12949
mei shuo 	沒說	c=1 d=1 t=6996
mei tian 	每天	c=1 d=1 t=10814
mei wen ti 	沒問題	c=1 d=1 t=3499
mei xi 	沒戲	c=2 d=1 t=9864
mei xiang dao 	沒想到	c=1 d=1 t=2824
mei yan 	美顏	c=1 d=1.09277 t=6039
mei yan xiang ji 	美顏相機	c=1 d=1 t=6025
mei yi si 	沒意思	c=2 d=1.00368 t=1411
mei yi yi 	沒意義	c=1 d=1 t=8873
mei yong 	沒用	c=3 d=1.00055 t=3350
mei you 	沒有	c=61 d=1.18383 t=12880
men 	們	c=13 d=1 t=11734
men dang hu dui 	门当户对	c=1 d=1 t=13106
men wei 	門衛	c=1 d=1 t=12185
meng 	夢	c=1 d=1 t=785
mi 	米	c=2 d=1 t=10335
mi xian 	米線	c=1 d=1 t=10281
mian ao 	棉襖	c=0 d=0.1 t=356
mian de 	免得	c=1 d=1 t=6545
mian fei 	免費	c=2 d=1 t=13835
mian ji 	面積	c=1 d=1 t=2684
mian qian 	面前	c=0 d=0.1 t=2646
mian xi 	免息	c=1 d=1 t=3788
miao 	秒	c=3 d=2.9216 t=11699
miao shu 	描述	c=1 d=1 t=10962
min guo 	民國	c=0 d=0.1 t=12309
ming 	名	c=2 d=1.00003 t=5025
ming 	命	c=1 d=1 t=4425
ming bai 	明白	c=3 d=1.00013 t=10359
ming long 	明龙	c=0 d=0.1 t=11825
ming ming 	命名	c=1 d=1 t=7701
ming nian 	明年	c=1 d=1 t=9591
ming tian 	明天	c=7 d=1.0002 t=13589
ming wen 	明文	c=1 d=1 t=8137
ming xian 	明顯	c=2 d=1.47951 t=9191
ming xiao 	名校	c=1 d=1 t=12394
ming zi 	名字	c=3 d=2.01599 t=13141
mo kuai 	模塊	c=6 d=1.98023 t=11323
mo kuai 	磨快	c=1 d=1 t=2243
mo qi 	默契	c=1 d=1.01572 t=8247
mo ren 	默認	c=4 d=1 t=10959
mo shi 	模式	c=15 d=1.71935 t=13318
mo xing 	模型	c=0 d=0.1 t=456
mou 	某	c=1 d=1 t=8038
mou ren 	某人	c=1 d=1 t=8795
mu di 	目的	c=1 d=1 t=10108
mu qian 	目前	c=14 d=1.38317 t=10972
na 	哪	c=2 d=1.61878 t=9351
na 	拿	c=11 d=1 t=12891
na 	那	c=33 d=1.01832 t=13568
na bian 	哪邊	c=23 d=1.36406 t=13876
na bian 	那邊	c=2 d=1 t=6526
na bu 	拿不	c=0 d=0.1 t=9964
na bu chu lai 	那不出來	c=1 d=1 t=6856
na bu shao 	拿不少	c=1 d=1 t=6871
na bu xia 	拿不下	c=1 d=1 t=9965
na chu lai 	拿出來	c=2 d=1 t=6816
na ci 	那次	c=1 d=1 t=1921
na dao 	拿到	c=1 d=1 t=2523
na ge 	哪個	c=27 d=3.99241 t=13726
na ge 	那個	c=12 d=1.6005 t=12042
na ge ren 	那個人	c=1 d=1 t=11956
na hui 	那會	c=1 d=1 t=8699
na hui lai 	拿回來	c=1 d=1 t=3872
