# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.11.2
#@/tick	13972
#@/user_id	036845c7-2634-4d65-b057-ba3ac1d41d55
deng 	等	c=13 d=2.70782 t=11517
deng dai 	等待	c=1 d=1 t=249
deng dao 	登到	c=1 d=1 t=10079
deng dao 	等到	c=2 d=1 t=13594
deng ji 	登機	c=1 d=1 t=2286
deng ji 	登記	c=1 d=1 t=2287
deng lu 	登錄	c=12 d=0.584325 t=11609
deng lu 	登陸	c=1 d=1 t=2086
deng ni 	等你	c=1 d=1 t=6402
deng yi hui 	等一會	c=0 d=0.1 t=8929
deng yi hui ba 	等一會把	c=1 d=1 t=8930
di 	低	c=3 d=1 t=9569
di 	底	c=1 d=0.123284 t=6098
di 	第	c=1 d=1 t=7197
di di 	弟弟	c=1 d=1 t=12472
di duan 	地段	c=2 d=1.72615 t=9789
di er ci 	第二次	c=2 d=1.08127 t=7155
di er tian 	第二天	c=1 d=1 t=11193
di fang 	地方	c=16 d=1.02884 t=13911
di jia 	低價	c=1 d=1 t=3496
di liu 	第六	c=0 d=0.1 t=13032
di liu nian 	第六年	c=1 d=1 t=13033
di san 	第三	c=0 d=0.1 t=4978
di san ci 	第三次	c=3 d=2.5606 t=7212
di san dang 	第三當	c=1 d=1 t=4979
di san fang 	第三方	c=4 d=0.1055 t=5182
di san fang ku 	第三方庫	c=1 d=1 t=5183
di shi ni 	迪士尼	c=2 d=1.00267 t=7302
di tie 	地鐵	c=2 d=1.93707 t=6113
di tie kou 	底鐵口	c=1 d=1 t=6099
di tu 	地圖	c=0 d=0.1 t=6114
di xi 	弟媳	c=1 d=1 t=12555
di yi 	第一	c=1 d=1.00781 t=13913
di yi ci 	第一次	c=5 d=1.00367 t=8509
di yi ge 	第一個	c=1 d=1 t=13513
di yi le 	第一了	c=1 d=1 t=13404
di yi ren 	第一人	c=2 d=1.8781 t=1078
di yi zhan 	第一站	c=1 d=1 t=13382
di yu 	地域	c=0 d=0.1 t=12250
di yu qi shi 	地域歧視	c=2 d=1.91851 t=12268
di zhi 	地址	c=11 d=1.09375 t=11125
di zhu 	地主	c=1 d=1 t=587
dian 	店	c=6 d=1.5475 t=10258
dian 	點	c=29 d=1.79658 t=13780
dian duo 	掂掇	c=1 d=1 t=10257
dian hua 	点化	c=1 d=1 t=8032
dian hua 	電話	c=3 d=1.90944 t=9961
diao 	掉	c=1 d=1 t=9646
diao yong 	調用	c=4 d=1.89137 t=11563
die dai 	迭代	c=1 d=1 t=11355
ding feng 	頂峯	c=2 d=1.94649 t=3293
ding wei 	定位	c=2 d=1 t=11447
ding yi 	定義	c=5 d=3.81689 t=11461
ding yue 	訂閱	c=1 d=1 t=7449
ding zhi 	定指	c=1 d=1 t=4200
ding zhi 	定製	c=2 d=1.8781 t=4227
diu shi 	丟失	c=1 d=1 t=11556
dong 	動	c=2 d=1.00083 t=8237
dong 	懂	c=3 d=0.1 t=12079
dong de 	懂得	c=1 d=1 t=799
dong hua 	動畫	c=4 d=1.90937 t=7628
dong le 	懂了	c=1 d=1 t=1408
dong nan 	東南	c=1 d=1 t=12384
dong wang wang 	懂望望	c=1 d=1 t=12080
dong xi 	東西	c=6 d=1.00019 t=12618
dou 	逗	c=1 d=1 t=1725
dou 	都	c=140 d=1.72079 t=13937
dou qu 	都去	c=1 d=1 t=2545
dou ran 	陡然	c=2 d=1.9802 t=10736
dou shi 	都是	c=25 d=1.65288 t=13059
dou shi wang 	都市網	c=1 d=1 t=12580
dou xing 	都行	c=1 d=1 t=8851
dou yao 	都要	c=2 d=1 t=8867
dou yi yang 	都一樣	c=1 d=1 t=12586
dou yin 	抖音	c=1 d=1 t=1471
dou you 	都有	c=2 d=1 t=6557
du 	度	c=1 d=1 t=222
du hai 	毒害	c=1 d=1 t=1314
du qu 	讀取	c=1 d=1 t=1485
du zhu 	堵住	c=1 d=1 t=3200
du zi 	肚子	c=1 d=1 t=5629
du zi teng 	肚子疼	c=1 d=1 t=10905
duan 	段	c=1 d=1 t=10333
duan 	短	c=1 d=1 t=9718
duan 	端	c=1 d=1 t=10450
duan ding 	斷定	c=1 d=1 t=13145
duan kou 	斷口	c=1 d=1 t=10461
duan kou 	端口	c=1 d=1 t=10462
duan wu 	端午	c=9 d=1 t=7439
dui 	堆	c=1 d=1 t=5411
dui 	對	c=18 d=1.03822 t=13773
dui 	懟	c=6 d=1.42956 t=12336
dui ba 	對吧	c=4 d=1 t=13044
dui die 	堆疊	c=1 d=1 t=1404
dui fang 	對方	c=3 d=1 t=8516
dui jie 	對接	c=1 d=1 t=9291
dui mian 	對面	c=1 d=1 t=5920
dui wo 	對我	c=1 d=1 t=2639
dui xiang 	對象	c=27 d=1.24911 t=12788
dui ya 	對呀	c=8 d=1.00001 t=12436
dui yi 	對易	c=1 d=1 t=11459
dui ying 	對應	c=3 d=1.00008 t=13749
dui yu 	對於	c=3 d=1.59157 t=11558
dui yu wo men 	對於我們	c=1 d=1 t=10855
dui zhan 	堆棧	c=1 d=1 t=5508
dui zi ji 	對自己	c=1 d=1 t=4644
duo 	多	c=30 d=1.00528 t=13874
duo ci 	多次	c=2 d=1.00017 t=9282
duo da 	多大	c=2 d=1.00012 t=6162
duo ge 	多個	c=1 d=1 t=7555
duo gei 	多給	c=0 d=0.1 t=6875
duo gei wo 	多給我	c=1 d=1 t=6876
duo hao 	多好	c=2 d=1 t=10004
duo jiu 	多久	c=5 d=1.00012 t=13649
duo le 	多了	c=0 d=0.1 t=1786
duo nian 	多年	c=3 d=1 t=9622
duo nian qian 	多年前	c=1 d=1 t=12289
duo qian 	多錢	c=1 d=1 t=12922
duo shao 	多少	c=9 d=1 t=12916
e 	額	c=7 d=1 t=10554
e lie 	惡劣	c=2 d=1 t=9034
e luo si 	俄羅斯	c=2 d=1 t=13452
e mian 	齶面	c=1 d=1 t=13853
e o 	呃喔	c=0 d=0.1 t=9023
e xin 	噁心	c=1 d=1 t=2302
e zhi 	遏制	c=1 d=1 t=13324
ei 	誒	c=1 d=0.1 t=8650
ei xiao 	誒笑	c=0 d=0.1 t=8500
en 	嗯	c=5 d=1.60351 t=12784
en 	恩	c=27 d=1.00003 t=13928
en en 	嗯嗯	c=1 d=1 t=5147
er 	二	c=1 d=1 t=1699
er guo 	二果	c=0 d=0.100001 t=13260
er hai 	二孩	c=1 d=1 t=11149
er ji 	耳機	c=3 d=2.65763 t=9374
er qie 	而且	c=10 d=1.00024 t=13890
fa 	法	c=2 d=1.30575 t=13789
fa 	發	c=14 d=1 t=13791
fa ai 	法爱	c=0 d=0.1 t=6175
fa ai xiao an 	法爱小安	c=1 d=1 t=6176
fa bu 	發佈	c=9 d=1.96079 t=9005
fa bu hou 	發佈後	c=2 d=1.98511 t=2394
fa dong 	發動	c=6 d=4.78352 t=13446
fa gei 	發給	c=1 d=1 t=7111
fa gong zi 	發工資	c=1 d=1 t=6119
fa guo qu 	發過去	c=1 d=1 t=13796
fa huo 	發火	c=1 d=1 t=3076
fa jia 	法家	c=1 d=1 t=1318
fa la li 	法拉利	c=1 d=1 t=1068
fa le 	發了	c=1 d=1 t=9519
fa sheng 	發生	c=10 d=1.0003 t=13348
fa sheng shuo 	發生說	c=1 d=1 t=11553
fa song 	發送	c=1 d=1 t=2178
fa xian 	發現	c=5 d=1.09836 t=9574
fa xiao 	發笑	c=1 d=1 t=6478
fa zhan 	發展	c=2 d=1 t=12415
fan 	煩	c=9 d=1.00022 t=10954
fan 	飯	c=3 d=1 t=7787
fan bu fan 	煩不煩	c=1 d=1 t=9259
fan dian 	飯店	c=2 d=1.14299 t=1116
fan hui 	反回	c=1 d=1 t=5754
fan hui 	返回	c=1 d=1 t=5756
fan hui zhi 	返回值	c=1 d=1 t=10174
fan kui 	反饋	c=1 d=1 t=9026
fan le 	煩了	c=1 d=1 t=12114
fan mang 	繁忙	c=1 d=1 t=2877
fan si 	反思	c=2 d=1.99501 t=11799
fan si 	範斯	c=1 d=1 t=11797
fan si le 	煩死了	c=2 d=1 t=8549
fan wei 	反胃	c=1 d=1 t=5045
fan wei 	範圍	c=1 d=1 t=5046
fan yi qi 	翻譯器	c=1 d=1 t=1591
fan ying 	反映	c=3 d=1.92774 t=13540
fan zao 	煩躁	c=1 d=1 t=5059
fan zheng 	反正	c=31 d=2.19656 t=13716
fan zhuo 	飯桌	c=0 d=0.1 t=8554
fan zhuo shang 	飯桌上	c=1 d=1 t=8555
fang 	房	c=2 d=0.1 t=10023
fang 	放	c=3 d=1.96561 t=4075
fang 	方	c=1 d=0.118316 t=5780
fang a 	方大	c=1 d=1 t=11591
fang ai 	妨礙	c=0 d=0.1 t=12143
fang ai 	房愛	c=1 d=1 t=11404
fang bian 	方便	c=3 d=1 t=13621
fang chan 	房產	c=2 d=1.35169 t=6801
fang che 	房車	c=1 d=1 t=12643
fang dai 	房貸	c=1 d=1 t=12533
fang dao 	放到	c=1 d=1 t=11422
fang di chan 	房地產	c=2 d=1.96079 t=9008
fang fa 	方法	c=8 d=1.00005 t=13812
fang jia 	房價	c=5 d=1.99049 t=12955
fang jia 	放假	c=1 d=1 t=11407
fang jia 	方佳	c=1 d=1 t=11406
fang kong 	防空	c=0 d=0.190937 t=13538
fang kong qi xi tong 	防空期系統	c=1 d=1 t=13520
fang kong xi tong 	防空系統	c=1 d=1 t=13539
fang ru 	放入	c=1 d=1 t=11536
fang shi 	方式	c=3 d=1 t=11429
fang song 	方嵩	c=1 d=1 t=8612
fang wen 	訪問	c=4 d=1.05208 t=10463
fang xiang 	方向	c=2 d=1.96561 t=4700
fang xue 	放學	c=1 d=1 t=8706
fang zai 	放在	c=2 d=1.26714 t=11764
fang zhe 	放着	c=1 d=1 t=8805
fang zhi 	防止	c=4 d=1.00013 t=11862
fang zi 	房子	c=23 d=1.6151 t=13642
fei 	非	c=7 d=1.12819 t=12003
fei chang 	非常	c=2 d=1.00068 t=12987
fei chang gao 	非常高	c=1 d=1 t=1837
fei guo lai 	飛過來	c=1 d=1 t=13537
fei jin 	費勁	c=1 d=1 t=3553
fei yao 	非要	c=1 d=1 t=7330
fen 	分	c=2 d=1 t=3900
fen bu qing 	分不清	c=1 d=1 t=5500
fen de 	分得	c=1 d=1 t=4619
fen dou 	奮鬥	c=1 d=1 t=147
fen ge 	分割	c=1 d=1 t=10963
fen qing 	分清	c=1 d=1 t=1044
fen shou 	分手	c=1 d=1 t=10635
fen xi 	分析	c=7 d=1.23934 t=11080
fen zhi 	分支	c=3 d=2.92669 t=5095
fen zhong 	分鐘	c=2 d=1.02423 t=13738
feng xian 	風險	c=1 d=1 t=6675
fou 	否	c=1 d=1 t=7547
fou jue 	否決	c=1 d=1 t=2014
fu 	付	c=2 d=1 t=5765
fu dan 	復旦	c=1 d=1 t=10121
fu dong 	浮動	c=2 d=1.0001 t=11002
fu du 	復讀	c=1 d=1 t=9283
fu hao 	妇好	c=1 d=1 t=11599
fu hao 	負號	c=1 d=1 t=11600
fu he 	符合	c=1 d=1 t=4777
fu ji 	父級	c=1 d=1 t=11548
fu jian 	附件	c=2 d=1.94176 t=3969
fu jin 	附近	c=3 d=1.00222 t=6461
fu kuan 	付款	c=6 d=1 t=6638
fu le 	服了	c=3 d=1 t=13955
fu mu 	父母	c=17 d=1.56712 t=13058
fu po 	富婆	c=1 d=1 t=12963
fu qian 	付錢	c=2 d=1.99005 t=521
fu wu 	服務	c=6 d=1.00106 t=11864
fu wu qi 	服務器	c=4 d=2.93272 t=10528
fu yong 	復用	c=1 d=1 t=9458
fu ze 	負責	c=2 d=1.8825 t=2927
fu zhai 	負債	c=1 d=1 t=12456
fu zhi 	賦值	c=1 d=1 t=11583
fu zong 	副總	c=3 d=0.559692 t=5689
fu zong jian 	副總監	c=1 d=1 t=5690
gai 	改	c=4 d=0.1 t=13842
gai 	該	c=4 d=1 t=11614
gai bian 	改變	c=1 d=1 t=1338
gai cheng 	改成	c=1 d=1 t=4167
gai diao 	改掉	c=1 d=1 t=13121
gai dong 	改動	c=1 d=1 t=9113
gai hao 	改好	c=2 d=1.00004 t=5382
gai hua 	鈣化	c=1 d=1 t=764
gai le 	改了	c=2 d=1 t=5037
gai si 	該死	c=1 d=1 t=145
gai wen zi 	改文字	c=1 d=1 t=13843
gai yong 	改用	c=1 d=1 t=8918
gai you 	該有	c=1 d=1 t=8097
gai zhao zhao 	該找找	c=1 d=1 t=1403
gan 	幹	c=1 d=1 t=8508
gan 	感	c=1 d=1 t=12935
gan 	趕	c=1 d=1 t=11165
gan che 	趕車	c=1 d=1 t=7406
gan dao 	趕到	c=1 d=1 t=4389
gan huo 	幹活	c=1 d=1 t=10907
gan jing 	乾淨	c=1 d=1 t=5638
gan jue 	感覺	c=30 d=2.38243 t=12868
gan ma 	幹嘛	c=18 d=1.14176 t=10060
gan ma ne 	乾嘛呢	c=0 d=0.1 t=9233
gan qiao 	趕巧	c=1 d=1 t=6564
gan qing 	感情	c=1 d=1 t=1435
gan sha 	幹啥	c=1 d=1 t=10201
gan shen me 	幹什麼	c=5 d=1.00063 t=13801
gan xie 	感謝	c=1 d=1 t=3820
gang 	剛	c=1 d=1 t=11779
gang cai 	剛纔	c=1 d=1 t=4911
gang gang 	剛剛	c=9 d=1 t=13865
gang hao 	剛好	c=2 d=1.00001 t=9680
gang wei 	崗位	c=1 d=1 t=12857
gang xu 	剛需	c=2 d=1.99501 t=10878
gao 	高	c=3 d=1 t=10782
gao de 	高德	c=0 d=0.1 t=6114
gao de di tu 	高德地圖	c=1 d=1 t=6115
gao feng 	高峰	c=1 d=1 t=2451
gao kao 	高考	c=4 d=1.78717 t=10107
gao re liang 	高熱量	c=1 d=1 t=13923
gao ren yi deng 	高人一等	c=1 d=1 t=12217
gao su 	告訴	c=1 d=1 t=8024
gao su 	高速	c=2 d=1 t=8023
gao tie 	高鐵	c=2 d=1.956 t=2273
gao wei 	高位	c=4 d=2.48252 t=9998
gao xiao 	搞笑	c=3 d=1.00004 t=10269
gao xiao de 	高效地	c=1 d=1 t=7823
gao zhong 	高中	c=1 d=1 t=13027
ge 	個	c=26 d=1.00001 t=13914
ge ge 	各個	c=1 d=1 t=11056
ge ge bu men 	各個部門	c=1 d=1 t=4198
ge jia 	各家	c=1 d=1 t=8866
ge ni 	格尼	c=1 d=1 t=5892
ge pi 	噶屁	c=1 d=1 t=13321
ge ren 	個人	c=8 d=1 t=12549
ge yue 	個月	c=3 d=1 t=8994
ge zhong 	各種	c=1 d=1 t=4503
gei 	給	c=47 d=2.45371 t=13103
gei dian 	給點	c=1 d=1 t=2610
gei ni 	給你	c=17 d=1.06196 t=13703
gei ni kan 	給你看	c=0 d=0.1 t=7342
gei ni kan kan 	給你看看	c=1 d=1 t=7343
gei ni men 	給你們	c=1 d=1 t=9559
gei qian 	給錢	c=1 d=1 t=12486
gei ren 	給人	c=1 d=1 t=8723
gei ta 	給他	c=5 d=1 t=12650
gei ta 	給她	c=1 d=1 t=3632
gei ta men 	給他們	c=1 d=1 t=5199
gei wo 	給我	c=18 d=1.00051 t=11901
gei wo qian 	給我錢	c=1 d=1 t=2656
gei yong 	給用	c=1 d=1 t=422
gen 	跟	c=36 d=1.00225 t=13668
gen ben 	根本	c=4 d=1.00032 t=3012
gen bu shang 	跟不上	c=1 d=1 t=13881
gen ju 	根據	c=3 d=1.00003 t=11565
gen ni 	跟你	c=17 d=1 t=12742
gen ni shuo 	跟你說	c=3 d=1 t=13593
gen nin 	跟您	c=1 d=1 t=10718
gen sui 	跟隨	c=1 d=1 t=3306
gen ta 	跟他	c=1 d=1 t=9952
gen wo 	跟我	c=3 d=1 t=13867
gen wo men 	跟我們	c=1 d=1 t=7087
gen wo shuo 	跟我說	c=3 d=0.1 t=11946
gen wo shuo hua 	跟我說花	c=1 d=1 t=11947
geng 	更	c=8 d=1.23457 t=13722
geng che 	耿車	c=1 d=1 t=6945
geng che zhen 	耿車鎮	c=1 d=1 t=6924
geng gai 	更改	c=1 d=1 t=11445
geng gao 	更高	c=1 d=1 t=10286
geng he kuang 	更何況	c=1 d=1 t=610
geng xin 	更新	c=6 d=1.00003 t=6065
geng zhong yao 	更重要	c=1 d=1 t=206
gong 	共	c=1 d=1 t=3779
gong 	功	c=2 d=1.00015 t=13757
gong chai 	公差	c=1 d=1 t=665
gong ji jin 	公積金	c=6 d=1.38289 t=9733
gong jiao che 	公交車	c=1 d=0.206992 t=13642
gong ju 	工具	c=2 d=1 t=4968
gong ju lei 	工具類	c=1 d=1 t=7658
gong neng 	功能	c=12 d=5.76509 t=9400
gong ping xing 	公平性	c=1 d=1 t=8055
gong shi 	公事	c=5 d=3.21139 t=8552
gong si 	公司	c=37 d=4.13484 t=11954
gong tan 	公攤	c=1 d=1 t=2686
gong ye yuan qu 	工業園區	c=1 d=1 t=12997
gong yuan 	公元	c=1 d=1 t=5241
gong yuan 	公園	c=1 d=1 t=5242
gong zhong 	工種	c=1 d=1 t=7081
gong zhong hao 	公眾號	c=1 d=1 t=10651
gong zi 	公子	c=1 d=1 t=126
gong zi 	工資	c=3 d=1.88692 t=7088
gong zong 	工總	c=1 d=1 t=13064
gong zuo 	工作	c=2 d=1.33454 t=13065
gou 	苟	c=1 d=1 t=9779
gou jian da bei 	勾肩搭背	c=1 d=1 t=1833
gou qi cha 	枸杞茶	c=1 d=1 t=8608
gou qiang 	夠嗆	c=1 d=1 t=9823
gu ji 	估計	c=7 d=1.00102 t=11200
gu ji 	故及	c=3 d=1.00142 t=3387
gu yi 	故意	c=1 d=1 t=4559
guai ni 	怪你	c=1 d=1 t=3524
guan 	官	c=1 d=1 t=8040
guan 	管	c=1 d=1 t=5928
guan jian 	關鍵	c=1 d=1 t=4278
guan jian ci 	關鍵詞	c=1 d=1 t=13902
guan jian shi qi 	關鍵時期	c=1 d=1 t=9584
guan le 	管了	c=2 d=1.00607 t=11383
guan li 	管理	c=2 d=1.05447 t=10488
guan li o 	管理哦	c=1 d=1 t=10317
guan ni 	關你	c=1 d=1 t=12118
guan shu 	灌輸	c=1 d=1 t=1332
guan ta 	管他	c=1 d=1 t=4540
guan ta ne 	管他呢	c=1 d=1 t=12848
guan xi 	關係	c=4 d=1 t=11621
guan xin ni 	關心你	c=1 d=1 t=7845
guan zhu 	關注	c=23 d=1.95607 t=13755
guan zu 	管組	c=1 d=1 t=7376
guang 	光	c=1 d=0.1 t=11825
guang ming jian 	光明劍	c=1 d=1 t=11827
guang ming long 	光明龙	c=1 d=1 t=11826
guang qi 	廣汽	c=2 d=1.88692 t=2946
gui 	貴	c=6 d=1.00002 t=8819
gui ding 	規定	c=4 d=2.18828 t=8243
gui ding de 	規定的	c=1 d=1 t=8087
gui na 	歸納	c=2 d=1 t=13817
gui shu di 	歸屬地	c=1 d=1 t=13912
gui ze 	規則	c=3 d=1.00079 t=9130
gun 	滾	c=1 d=1 t=8291
guo 	過	c=8 d=1.00131 t=13158
guo cha 	果茶	c=1 d=1 t=8604
guo cheng zhong 	過程中	c=1 d=1 t=7575
guo de 	過得	c=1 d=1 t=13147
guo de hao 	過得好	c=1 d=1 t=8373
guo du 	過渡	c=1 d=1 t=9464
guo fen 	果分	c=0 d=0.1 t=8636
guo fen le 	果分了	c=1 d=1 t=8637
guo ji 	國際	c=1 d=1 t=13465
guo ji ban 	國際版	c=1 d=1 t=13839
guo jia 	國家	c=3 d=1 t=13493
guo lai 	過來	c=3 d=1 t=12186
guo le 	過了	c=2 d=1 t=6656
guo nei 	國內	c=4 d=1 t=3720
guo ri 	過日	c=1 d=1 t=748
guo ri zi 	過日子	c=2 d=1 t=13165
guo shi 	過時	c=1 d=1 t=2513
guo xia qu 	過下去	c=1 d=1 t=2626
ha 	哈	c=5 d=1.00003 t=12852
ha ha 	哈哈	c=19 d=1.02168 t=13200
hai 	嗨	c=7 d=3.0021 t=12568
hai 	害	c=8 d=1.16775 t=13167
hai 	海	c=1 d=1 t=1246
hai 	還	c=26 d=1.09891 t=12569
hai bu suan 	還不算	c=1 d=1 t=12984
hai bu xing 	海步行	c=1 d=1 t=13657
hai bu zhi dao 	還不知道	c=1 d=1 t=11219
hai dei 	還得	c=5 d=1.00007 t=8756
hai hao 	還好	c=2 d=1.00001 t=12812
hai mei 	還沒	c=9 d=1.00221 t=13149
hai mei you 	還沒有	c=1 d=1 t=10713
hai neng 	還能	c=6 d=1.03741 t=6855
hai shang 	海上	c=1 d=1 t=13536
hai shi 	還是	c=34 d=1.22293 t=13484
hai shi zhe yang 	還是這樣	c=1 d=1 t=1438
hai shuo 	還說	c=1 d=1 t=2624
hai sou ji 	害蒐集	c=1 d=1 t=1296
hai suan 	還算	c=1 d=1 t=52
hai xing 	還行	c=1 d=1 t=10390
hai yao 	還要	c=2 d=1 t=12531
hai yao qiu 	還要求	c=1 d=1 t=2506
hai yi 	還以	c=0 d=0.1 t=1775
hai yi ceng 	還一層	c=1 d=1 t=10339
hai yi wang er 	還以王二	c=1 d=1 t=1776
hai you 	還有	c=19 d=1.00003 t=13524
hai you dian 	還有點	c=3 d=1 t=12455
hai zai 	還在	c=4 d=1.00017 t=5855
hai zai xiang 	還在想	c=1 d=1 t=4575
hai zi 	孩子	c=9 d=1.00757 t=11144
hai zi a 	孩子啊	c=1 d=1 t=5854
han 	汗	c=6 d=1.00002 t=5068
han guo 	韓國	c=1 d=1 t=13393
han shu 	函數	c=2 d=1.98511 t=11001
hang 	行	c=1 d=1 t=10383
hang qing 	行情	c=1 d=1 t=99
hang ye 	行業	c=2 d=1 t=12692
hang zhou 	杭州	c=6 d=1 t=4310
hao 	好	c=26 d=1.32066 t=13675
hao 	耗	c=1 d=1 t=1430
hao 	號	c=11 d=1.19362 t=11876
hao a ba 	好阿爸	c=1 d=1 t=2048
hao ba 	好吧	c=12 d=1.75609 t=12830
hao de 	好的	c=8 d=1.00003 t=12851
hao dian 	好點	c=3 d=1 t=13700
hao duo 	好多	c=3 d=1 t=12578
hao duo qian 	好多錢	c=1 d=1 t=10842
hao hao 	好好	c=3 d=1 t=6227
hao hao xiao 	好好笑	c=1 d=1 t=92
hao ji 	好幾	c=1 d=0.1 t=13906
hao ji chu 	好幾處	c=1 d=1 t=13907
hao kan 	好看	c=3 d=1.00376 t=7229
hao le 	好了	c=5 d=0.100042 t=13825
hao lian se 	好臉色	c=1 d=1 t=8007
hao ma 	號碼	c=1 d=1 t=10870
hao pian yi 	好便宜	c=1 d=1 t=4241
hao shi cheng shuang 	好事成雙	c=1 d=1 t=900
hao wan 	好玩	c=2 d=1.00092 t=12298
hao xiang 	好像	c=11 d=1.68526 t=13031
hao xiao 	好小	c=1 d=1 t=4344
hao you 	好友	c=0 d=0.1 t=1260
hao you dian 	好友點	c=1 d=1 t=1261
hao yuan 	好遠	c=1 d=1 t=6898
hao zi 	耗子	c=2 d=1.00008 t=3821
he 	何	c=0 d=0.1 t=10804
he 	和	c=22 d=1.00063 t=13240
he 	喝	c=8 d=1.11304 t=9039
he bing 	合併	c=4 d=1.99098 t=7106
he cha 	喝茶	c=1 d=1 t=8499
he dui 	覈對	c=2 d=1.94176 t=13786
he he 	呵呵	c=6 d=1.99993 t=8877
he he 	喝喝	c=1 d=1 t=8416
he he cha 	呵呵茶	c=1 d=1 t=8415
he lao shi 	何老師	c=1 d=1 t=10805
he li 	合理	c=3 d=2.02601 t=13543
he nan 	河南	c=5 d=1.76916 t=12954
he qing he li 	合情合理	c=1 d=1 t=948
he shi 	合適	c=5 d=1.00815 t=7279
he shi 	覈實	c=1 d=1 t=9403
he suan 	覈算	c=1 d=1 t=2292
he tong 	合同	c=4 d=1 t=11751
he tong 	和同	c=7 d=4.98557 t=7222
he zu 	合租	c=1 d=1 t=11255
hei 	黑	c=1 d=1 t=6976
hei an 	黑暗	c=1 d=1 t=11829
hen 	很	c=14 d=1.11848 t=13410
hen da 	很大	c=2 d=1 t=13577
hen di 	很低	c=1 d=1 t=6465
hen dong 	很懂	c=1 d=1 t=7201
hen duo 	很多	c=8 d=1.02214 t=13264
hen fan 	很煩	c=1 d=1 t=2651
hen hao 	很好	c=2 d=1 t=8857
hen nan 	很難	c=1 d=1 t=6418
hen qing xi 	很清晰	c=1 d=1 t=3573
hen rong yi 	很容易	c=1 d=1 t=1488
hen shao 	很少	c=1 d=1 t=5120
hen you 	很有	c=1 d=1 t=12911
hen yuan 	很遠	c=1 d=1 t=6346
hen zheng chang 	很正常	c=2 d=1 t=12520
heng 	哼	c=6 d=1.00001 t=10944
heng 	橫	c=2 d=1 t=4668
heng pai 	橫排	c=1 d=1 t=4
hong bao 	紅包	c=3 d=2.38609 t=1028
hong huan 	洪患	c=1 d=1 t=6253
hong qiao 	紅橋	c=1 d=1 t=4702
hou 	後	c=10 d=1.0024 t=11431
hou bu 	候補	c=2 d=1.63128 t=4567
hou dai 	後代	c=2 d=1 t=12679
hou duan 	後段	c=1 d=1 t=10448
hou lai 	後來	c=5 d=1.00199 t=4577
hou mian 	後面	c=9 d=1 t=10784
hou suo 	後索	c=1 d=1 t=1780
hou tian 	後天	c=1 d=1 t=4376
hou zhui 	後綴	c=1 d=1 t=2961
hu 	戶	c=1 d=1 t=13762
hu dong 	互動	c=1 d=1 t=10829
hu ju 	胡鮈	c=1 d=1 t=11554
hu kou 	戶口	c=3 d=1.96561 t=10039
hu lian wang 	互聯網	c=2 d=1 t=7024
hu ti 	互踢	c=1 d=1 t=11863
hua 	花	c=6 d=1.00481 t=12553
hua 	話	c=5 d=1.00044 t=13497
hua dong 	華東	c=1 d=1 t=10126
hua er bu shi 	华而不实	c=1 d=1 t=725
hua le 	畫了	c=1 d=1 t=6879
hua le 	花了	c=2 d=1 t=4180
hua li 	化理	c=1 d=1 t=9665
hua li 	華麗	c=1 d=1 t=9666
hua shu 	話術	c=1 d=1 t=8871
hua suan 	划算	c=2 d=1.86502 t=3896
hua wei 	華為	c=6 d=1.00023 t=10722
huai yi 	懷疑	c=4 d=1 t=13938
huan 	換	c=10 d=1.00044 t=11550
huan 	還	c=2 d=1 t=12532
huan cheng 	換成	c=1 d=1 t=3412
huan cun 	緩存	c=3 d=1 t=13807
huan dai 	還貸	c=2 d=1.94649 t=6292
huan ge 	換個	c=1 d=1 t=6010
huan hang 	換行	c=3 d=2.9459 t=10225
huan jing 	環境	c=3 d=1.00883 t=9442
huan kuan 	還款	c=2 d=1 t=6374
huan le 	患了	c=1 d=1 t=9688
huan le 	換了	c=1 d=1 t=9689
huang 	慌	c=1 d=1 t=176
huang hu 	恍忽	c=1 d=1 t=7947
hui 	回	c=6 d=1.1197 t=5018
hui 	會	c=32 d=2.05515 t=13454
hui bu hui 	會不會	c=3 d=1.06001 t=1349
hui dao 	回到	c=1 d=1 t=2917
hui jia 	回家	c=11 d=1.00047 t=10192
hui jia ai 	會家愛	c=1 d=1 t=8660
hui lao jia 	回老家	c=1 d=1 t=166
hui qu 	回去	c=8 d=1 t=11845
hui se 	灰色	c=1 d=1 t=3335
hui shi 	回事	c=1 d=1 t=5674
hui shi 	慧实	c=1 d=1 t=5673
hui si 	會斯	c=0 d=0.1 t=1345
hui yi 	會議	c=3 d=1 t=13466
hun dao 	混到	c=1 d=1 t=7120
hun qian 	婚前	c=1 d=1 t=6822
hun xiao 	混淆	c=1 d=1 t=11430
hun yin fa 	婚姻法	c=1 d=1 t=13115
huo 	或	c=6 d=1.91855 t=11527
huo 	活	c=2 d=1 t=7395
huo de 	獲得	c=1 d=1 t=10118
huo guo 	火鍋	c=1 d=1 t=13926
huo qi 	活期	c=3 d=2.82807 t=4076
huo qu 	獲取	c=10 d=1.71459 t=11349
huo wu 	貨物	c=1 d=1 t=5166
huo yue 	活躍	c=2 d=1 t=8960
huo yue shu 	活躍數	c=2 d=1.84789 t=2398
huo zhe 	或者	c=13 d=1.52792 t=13840
huo zhe 	活著	c=1 d=1 t=766
